Date,Station_Id,Station_Name,Air_Temp_Avg_degF,Air_Temp_Max_degF,Air_Temp_Min_degF,Precip_Accum_in_,Precip_Increment_in,Precip_Increment_Snow_in,Precip_MTD_in,Snow_Depth_in,Snow_Density_pct,Snow_Rain_Ratio
3/25/12,538,Idarado,45,57,32,15.8,0,0,2,34,30.3,
3/26/12,538,Idarado,42,51,31,15.8,0,0,2,32,32.2,
3/27/12,538,Idarado,39,54,26,15.8,0,0,2,32,32.2,
3/28/12,538,Idarado,39,54,27,15.8,0,0,2,30,34.3,
3/29/12,538,Idarado,39,54,29,15.8,0,0,2,28,36.1,
3/30/12,538,Idarado,39,57,27,15.8,0,0,2,27,36.3,
3/31/12,538,Idarado,44,62,32,15.8,0,0,2,25,36.4,
4/1/12,538,Idarado,42,54,29,15.8,0,0,2,24,35.4,
4/2/12,538,Idarado,26,29,22,15.8,0.3,0.3,0,23,33.9,100
4/3/12,538,Idarado,32,43,26,16.1,0,0,0.3,27,30,
4/4/12,538,Idarado,37,54,24,16.1,0,0,0.3,23,34.3,
4/5/12,538,Idarado,40,53,28,16.1,0,0,0.3,21,36.2,
4/6/12,538,Idarado,36,49,20,16.1,0,0,0.3,20,36,
4/7/12,538,Idarado,33,50,16,16.1,0.1,0.1,0.3,19,36.3,0
4/8/12,538,Idarado,40,56,27,16.2,0,0,0.4,18,35.6,
4/9/12,538,Idarado,43,60,30,16.2,0,0,0.4,17,34.7,
4/10/12,538,Idarado,45,59,31,16.2,0,0,0.4,14,38.6,
4/11/12,538,Idarado,45,57,35,16.2,0,0,0.4,13,35.4,
4/12/12,538,Idarado,33,40,27,16.2,0.1,0.1,0.4,12,34.2,0
4/13/12,538,Idarado,30,37,23,16.3,0,0,0.5,13,30.8,
4/14/12,538,Idarado,26,35,21,16.3,0.3,0.3,0.5,13,30,33
4/15/12,538,Idarado,26,40,21,16.6,0.3,0.3,0.8,15,26.7,0
4/16/12,538,Idarado,30,44,19,16.9,0,0,1.1,15,26.7,
4/17/12,538,Idarado,36,52,22,16.9,0,0,1.1,14,27.9,
4/18/12,538,Idarado,41,54,28,16.9,0.1,0.1,1.1,13,27.7,0
4/19/12,538,Idarado,36,46,31,17,0.3,0.3,1.2,11,29.1,100
4/20/12,538,Idarado,38,54,28,17.3,0,0,1.5,13,26.9,
4/21/12,538,Idarado,42,60,29,17.3,0,0,1.5,10,31,
4/22/12,538,Idarado,45,64,32,17.3,0,0,1.5,8,28.8,
4/23/12,538,Idarado,47,65,34,17.3,0,0,1.5,4,35,
11/12/12,538,Idarado,16,35,-4,2,0.2,0.2,1.1,8,13.8,0
11/13/12,538,Idarado,22,37,14,2.2,0,0,1.3,7,15.7,
11/14/12,538,Idarado,26,44,17,2.2,0,0,1.3,6,18.3,
11/15/12,538,Idarado,26,43,17,2.2,0,0,1.3,6,18.3,
11/16/12,538,Idarado,35,45,25,2.2,0,0,1.3,6,18.3,
11/17/12,538,Idarado,35,48,29,2.2,0,0,1.3,5,22,
11/18/12,538,Idarado,33,45,23,2.2,0,0,1.3,5,22,
11/19/12,538,Idarado,29,45,20,2.2,0,0,1.3,5,22,
11/20/12,538,Idarado,32,49,22,2.2,0,0,1.3,5,22,
11/21/12,538,Idarado,35,52,26,2.2,0,0,1.3,5,22,
11/22/12,538,Idarado,31,47,22,2.2,0,0,1.3,5,22,
11/23/12,538,Idarado,29,47,21,2.2,0,0,1.3,5,22,
11/24/12,538,Idarado,29,49,21,2.2,0,0,1.3,5,22,
11/25/12,538,Idarado,30,48,21,2.2,0,0,1.3,5,22,
11/26/12,538,Idarado,26,44,16,2.2,0,0,1.3,5,22,
11/27/12,538,Idarado,27,47,16,2.2,0,0,1.3,5,22,
11/28/12,538,Idarado,32,47,23,2.2,0,0,1.3,5,20,
11/29/12,538,Idarado,32,48,24,2.2,0,0,1.3,4,25,
11/30/12,538,Idarado,37,50,24,2.2,0,0,1.3,4,25,
12/1/12,538,Idarado,35,49,28,2.2,0,0,1.3,4,25,
12/2/12,538,Idarado,35,47,26,2.2,0,0,0,4,25,
12/3/12,538,Idarado,32,41,22,2.2,0,0.1,0,4,25,
12/4/12,538,Idarado,28,44,16,2.2,0,0,0,5,22,
12/5/12,538,Idarado,37,51,26,2.2,0.1,0.1,0,5,22,0
12/6/12,538,Idarado,32,38,25,2.3,0,0.1,0.1,5,22,
12/7/12,538,Idarado,27,37,18,2.3,0,0,0.1,7,17.1,
12/8/12,538,Idarado,29,39,18,2.3,0.1,0.1,0.1,6,20,0
12/9/12,538,Idarado,9,30,-8,2.4,0.1,0.3,0.2,6,20,300
12/10/12,538,Idarado,13,24,-8,2.5,0.3,0.3,0.3,9,16.7,0
12/11/12,538,Idarado,17,27,10,2.8,0,0.1,0.6,9,16.7,
12/12/12,538,Idarado,25,33,11,2.8,0,0,0.6,9,17.8,
12/13/12,538,Idarado,27,39,19,2.8,0,0,0.6,9,17.8,
12/14/12,538,Idarado,28,33,22,2.8,0.2,0.2,0.6,8,20,100
12/15/12,538,Idarado,22,28,19,3,0.1,0.1,0.8,11,16.4,100
12/16/12,538,Idarado,15,25,6,3.1,0,0,0.9,12,15.8,
12/17/12,538,Idarado,27,36,18,3.1,0.1,0.1,0.9,12,15.8,0
12/18/12,538,Idarado,26,32,17,3.2,0.1,0.1,1,11,17.3,100
12/19/12,538,Idarado,9,26,-11,3.3,0.2,0.3,1.1,11,18.2,150
12/20/12,538,Idarado,11,29,-8,3.5,0.1,0.1,1.3,16,14.4,100
12/21/12,538,Idarado,20,38,8,3.6,0,0,1.4,14,17.1,
12/22/12,538,Idarado,24,41,12,3.6,0.1,0.1,1.4,13,18.5,0
12/23/12,538,Idarado,28,36,22,3.7,0.1,0.1,1.5,13,18.5,0
12/24/12,538,Idarado,24,30,17,3.8,0.2,0.3,1.6,13,18.5,150
12/25/12,538,Idarado,14,27,7,4,0,0,1.8,17,15.9,
12/26/12,538,Idarado,21,32,12,4,0.1,0.1,1.8,17,15.9,0
12/27/12,538,Idarado,14,22,8,4.1,0.1,0.3,1.9,16,16.9,300
12/28/12,538,Idarado,6,18,-6,4.2,0,0,2,19,15.8,
12/29/12,538,Idarado,16,35,-3,4.2,0.1,0.1,2,19,15.8,100
12/30/12,538,Idarado,19,29,7,4.3,0.1,0.1,2.1,18,17.2,0
12/31/12,538,Idarado,12,23,-4,4.4,0,0.1,2.2,17,18.2,
1/1/13,538,Idarado,1,17,-7,4.4,0,0,2.2,19,16.8,
1/2/13,538,Idarado,3,23,-7,4.4,0,0,0,18,17.8,
1/3/13,538,Idarado,4,22,-7,4.4,0,0,0,18,17.8,
1/4/13,538,Idarado,12,31,3,4.4,0.1,0.1,0,18,17.8,0
1/5/13,538,Idarado,17,37,5,4.5,0,0,0.1,18,17.8,
1/6/13,538,Idarado,26,42,16,4.5,0,0,0.1,18,17.8,
1/7/13,538,Idarado,23,42,12,4.5,0,0,0.1,17,18.8,
1/8/13,538,Idarado,19,37,10,4.5,0,0,0.1,17,18.8,
1/9/13,538,Idarado,27,45,15,4.5,0.1,0.1,0.1,17,18.8,100
1/10/13,538,Idarado,28,41,20,4.6,0.3,0.3,0.2,17,19.4,67
1/11/13,538,Idarado,9,23,-10,4.9,0,0.3,0.5,20,17.5,
1/12/13,538,Idarado,-6,14,-17,4.9,0,0.1,0.5,24,15.8,
1/13/13,538,Idarado,-2,10,-14,4.9,0.1,0.1,0.5,23,17,100
1/14/13,538,Idarado,-6,6,-19,5,0.1,0.1,0.6,22,18.2,0
1/15/13,538,Idarado,0,17,-21,5.1,0,0,0.7,22,18.2,
1/16/13,538,Idarado,17,33,4,5.1,0.1,0.1,0.7,21,19,0
1/17/13,538,Idarado,22,35,15,5.2,0,0,0.8,20,20,
1/18/13,538,Idarado,19,36,10,5.2,0,0,0.8,20,20,
1/19/13,538,Idarado,19,36,9,5.2,0,0,0.8,20,20,
1/20/13,538,Idarado,18,36,9,5.2,0,0,0.8,20,20,
1/21/13,538,Idarado,22,42,11,5.2,0,0,0.8,20,20,
1/22/13,538,Idarado,25,45,16,5.2,0,0,0.8,20,20,
1/23/13,538,Idarado,30,48,17,5.2,0.2,0.2,0.8,20,20,0
1/24/13,538,Idarado,33,42,25,5.4,0,0,1,19,21.1,
1/25/13,538,Idarado,32,40,26,5.4,0,0,1,19,21.1,
1/26/13,538,Idarado,34,38,29,5.4,0.6,0.6,1,19,21.1,83
1/27/13,538,Idarado,32,43,27,6,0.1,0.2,1.6,22,20.5,200
1/28/13,538,Idarado,24,31,13,6.1,0.2,0.4,1.7,24,19.6,200
1/29/13,538,Idarado,10,15,8,6.3,0,0.1,1.9,29,17.6,
1/30/13,538,Idarado,15,20,6,6.3,0.5,0.5,1.9,29,17.9,60
1/31/13,538,Idarado,20,36,8,6.8,0,0,2.4,29,19,
2/1/13,538,Idarado,18,38,7,6.8,0,0,2.4,29,19,
2/2/13,538,Idarado,21,39,9,6.8,0,0,0,28,19.6,
2/3/13,538,Idarado,26,41,15,6.8,0,0,0,28,19.6,
2/4/13,538,Idarado,21,40,11,6.8,0,0,0,27,20.4,
2/5/13,538,Idarado,25,45,12,6.8,0.1,0.1,0,27,20.4,0
2/6/13,538,Idarado,26,39,16,6.9,0.1,0.1,0.1,27,20.4,100
2/7/13,538,Idarado,21,40,7,7,0,0,0.2,27,20.7,
2/8/13,538,Idarado,28,34,18,7,0.1,0.1,0.2,27,20.7,100
2/9/13,538,Idarado,19,26,11,7.1,0.5,0.5,0.3,29,19.7,100
2/10/13,538,Idarado,14,26,4,7.6,0.1,0.2,0.8,34,18.2,200
2/11/13,538,Idarado,13,24,-4,7.7,0,0,0.9,34,18.8,
2/12/13,538,Idarado,7,28,-6,7.7,0.1,0.1,0.9,34,18.8,100
2/13/13,538,Idarado,16,32,7,7.8,0,0,1,32,20.3,
2/14/13,538,Idarado,14,30,3,7.8,0,0,1,32,20.3,
2/15/13,538,Idarado,14,28,2,7.8,0,0,1,31,21,
2/16/13,538,Idarado,20,41,6,7.8,0.1,0.1,1,31,21,0
2/17/13,538,Idarado,27,43,11,7.9,0.2,0.2,1.1,31,21,100
2/18/13,538,Idarado,16,33,3,8.1,0.1,0.1,1.3,33,20.3,100
2/19/13,538,Idarado,23,38,6,8.2,0.1,0.1,1.4,34,20,0
2/20/13,538,Idarado,22,26,14,8.3,0.1,0.2,1.5,32,21.2,200
2/21/13,538,Idarado,18,27,6,8.4,0.3,0.3,1.6,34,20.6,100
2/22/13,538,Idarado,12,24,-3,8.7,0,0.1,1.9,37,19.7,
2/23/13,538,Idarado,16,35,-4,8.7,0.5,0.5,1.9,38,19.5,60
2/24/13,538,Idarado,9,21,-6,9.2,0,0,2.4,40,19.2,
2/25/13,538,Idarado,13,32,-5,9.2,0,0,2.4,38,20.3,
2/26/13,538,Idarado,13,18,4,9.2,0.5,0.5,2.4,38,20.3,100
2/27/13,538,Idarado,6,26,-9,9.7,0,0,2.9,42,19.5,
2/28/13,538,Idarado,13,32,-5,9.7,0.1,0.1,2.9,41,20,0
3/1/13,538,Idarado,24,38,15,9.8,0,0,3,39,21,
3/2/13,538,Idarado,29,50,14,9.8,0.1,0.1,0,38,21.6,0
3/3/13,538,Idarado,33,44,25,9.9,0.1,0.2,0.1,36,22.8,200
3/4/13,538,Idarado,26,38,6,10,0.4,0.5,0.2,37,22.7,125
3/5/13,538,Idarado,23,47,6,10.4,0.2,0.2,0.6,43,20.7,0
3/6/13,538,Idarado,33,48,20,10.6,0,0,0.8,41,21.7,
3/7/13,538,Idarado,35,49,27,10.6,0,0,0.8,38,23.4,
3/8/13,538,Idarado,30,40,21,10.6,0.1,0.2,0.8,37,24.1,200
3/9/13,538,Idarado,23,28,19,10.7,0.3,0.3,0.9,39,23.3,67
3/10/13,538,Idarado,19,33,10,11,0,0,1.2,40,23.2,
3/11/13,538,Idarado,24,42,10,11,0,0,1.2,40,23.2,
3/12/13,538,Idarado,30,46,19,11,0.1,0.1,1.2,39,23.8,0
3/13/13,538,Idarado,31,48,17,11.1,0,0,1.3,37,25.1,
3/14/13,538,Idarado,35,54,21,11.1,0,0,1.3,36,25.8,
3/15/13,538,Idarado,40,56,27,11.1,0,0,1.3,35,26.6,
3/16/13,538,Idarado,33,42,25,11.1,0,0,1.3,34,27.4,
3/17/13,538,Idarado,33,44,23,11.1,0,0,1.3,34,27.4,
3/18/13,538,Idarado,30,39,25,11.1,0,0,1.3,34,27.4,
3/19/13,538,Idarado,30,41,19,11.1,0,0,1.3,34,27.4,
3/20/13,538,Idarado,31,44,18,11.1,0.3,0.3,1.3,34,27.4,33
3/21/13,538,Idarado,29,41,12,11.4,0,0.3,1.6,34,27.6,
3/22/13,538,Idarado,26,42,10,11.4,0.1,0.1,1.6,39,24.9,0
3/23/13,538,Idarado,10,15,-5,11.5,0.3,0.3,1.7,39,24.9,100
3/24/13,538,Idarado,10,27,-6,11.8,0.1,0.1,2,40,25,0
3/25/13,538,Idarado,17,36,-4,11.9,0.1,0.1,2.1,39,25.6,100
3/26/13,538,Idarado,34,46,22,12,0.1,0.1,2.2,38,26.6,0
3/27/13,538,Idarado,37,50,28,12.1,0,0,2.3,37,27.3,
3/28/13,538,Idarado,38,53,29,12.1,0,0,2.3,36,28.1,
3/29/13,538,Idarado,38,50,29,12.1,0,0,2.3,34,28.5,
3/30/13,538,Idarado,36,51,28,12.1,0,0,2.3,33,28.8,
3/31/13,538,Idarado,36,53,24,12.1,0,0,2.3,32,29.7,
4/1/13,538,Idarado,38,51,28,12.1,0,0,2.3,31,30,
4/2/13,538,Idarado,32,43,26,12.1,0,0,0,30,30.3,
4/3/13,538,Idarado,33,46,24,12.1,0,0,0,30,30.3,
4/4/13,538,Idarado,37,54,23,12.1,0.1,0.1,0,29,31,0
4/5/13,538,Idarado,40,51,29,12.2,0,0,0.1,27,32.2,
4/6/13,538,Idarado,38,51,26,12.2,0,0,0.1,26,33.1,
4/7/13,538,Idarado,38,49,29,12.2,0,0,0.1,26,31.9,
4/8/13,538,Idarado,34,40,28,12.2,0.4,0.4,0.1,25,32.8,100
4/9/13,538,Idarado,24,33,11,12.6,0.4,0.5,0.5,28,30.7,125
4/10/13,538,Idarado,18,31,9,13,0,0.1,0.9,32,28.4,
4/11/13,538,Idarado,29,37,15,13,0.2,0.2,0.9,29,31.7,50
4/12/13,538,Idarado,31,47,17,13.2,0,0,1.1,29,32.1,
4/13/13,538,Idarado,37,48,21,13.2,0.1,0.1,1.1,28,33.2,0
4/14/13,538,Idarado,,,,13.3,0.7,0.7,1.2,27,33.7,86
4/15/13,538,Idarado,38,51,30,14,0,0,1.9,28,34.6,
4/16/13,538,Idarado,41,52,31,14,0,0,1.9,28,34.3,
4/17/13,538,Idarado,22,36,11,14,0.4,0.4,1.9,26,35.4,100
4/18/13,538,Idarado,13,22,3,14.4,0,0,2.3,32,30,
4/19/13,538,Idarado,25,42,4,14.4,0.3,0.3,2.3,31,31,0
4/20/13,538,Idarado,31,40,24,14.7,0.2,0.3,2.6,28,34.3,150
4/21/13,538,Idarado,34,50,18,14.9,0.2,0.2,2.8,30,33,0
4/22/13,538,Idarado,40,52,30,15.1,0,0,3,26,37.7,
4/23/13,538,Idarado,25,31,15,15.1,0,0,3,26,36.2,
4/24/13,538,Idarado,32,45,18,15.1,0.1,0.1,3,26,36.2,0
4/25/13,538,Idarado,40,52,30,15.2,0,0,3.1,26,35.4,
4/26/13,538,Idarado,37,51,26,15.2,0,0,3.1,25,35.2,
4/27/13,538,Idarado,38,53,27,15.2,0,0,3.1,22,38.2,
4/28/13,538,Idarado,42,58,28,15.2,0,0,3.1,19,38.4,
4/29/13,538,Idarado,44,62,31,15.2,0,0,3.1,16,36.9,
4/30/13,538,Idarado,48,59,32,15.2,0,0,3.1,13,36.2,
5/1/13,538,Idarado,35,46,24,15.2,0,0,3.1,10,39,
5/2/13,538,Idarado,30,44,18,15.2,0,0,0,7,41.4,
5/3/13,538,Idarado,37,55,20,15.2,0,0,0,4,47.5,
10/11/13,538,Idarado,32,43,24,2.3,0.1,0.1,2.3,8,16.2,0
10/12/13,538,Idarado,32,45,23,2.4,0,0,2.4,6,18.3,
10/13/13,538,Idarado,39,50,34,2.4,0.3,0.3,2.4,4,25,0
10/14/13,538,Idarado,33,42,23,2.7,0,0,2.7,3,33.3,
10/30/13,538,Idarado,24,34,17,4,0.1,0.2,4,9,11.1,200
10/31/13,538,Idarado,24,33,17,4.1,0,0,4.1,7,17.1,
11/1/13,538,Idarado,29,39,21,4.1,0,0,4.1,6,20,
11/2/13,538,Idarado,34,52,20,4.1,0.2,0.2,0,4,30,50
11/3/13,538,Idarado,34,43,25,4.3,0,0.1,0.2,4,32.5,
11/4/13,538,Idarado,31,41,20,4.3,0.1,0.1,0.2,4,35,0
11/5/13,538,Idarado,17,27,4,4.4,0,0.2,0.3,4,35,
11/6/13,538,Idarado,21,39,5,4.4,0.1,0.1,0.3,8,20,0
11/7/13,538,Idarado,30,47,18,4.5,0,0,0.4,6,26.7,
11/8/13,538,Idarado,34,51,25,4.5,0,0,0.4,6,26.7,
11/9/13,538,Idarado,33,52,24,4.5,0,0,0.4,5,32,
11/10/13,538,Idarado,34,52,25,4.5,0,0,0.4,5,32,
11/11/13,538,Idarado,32,49,24,4.5,0.1,0.1,0.4,5,32,100
11/12/13,538,Idarado,34,52,27,4.6,0,0,0.5,4,42.5,
11/13/13,538,Idarado,35,51,27,4.6,0,0,0.5,5,34,
11/14/13,538,Idarado,32,45,23,4.6,0,0,0.5,5,34,
11/15/13,538,Idarado,32,39,22,4.6,0.6,0.6,0.5,5,34,100
11/16/13,538,Idarado,30,35,27,5.2,0.2,0.2,1.1,10,23,100
11/17/13,538,Idarado,28,42,16,5.4,0,0.2,1.3,12,20.8,
11/18/13,538,Idarado,25,41,13,5.4,0,0,1.3,11,24.5,
11/19/13,538,Idarado,33,47,24,5.4,0,0,1.3,10,27,
11/20/13,538,Idarado,32,44,24,5.4,0.3,0.3,1.3,9,30,100
11/21/13,538,Idarado,31,39,25,5.7,0.3,0.3,1.6,10,30,33
11/22/13,538,Idarado,32,38,28,6,0.2,0.2,1.9,15,20.7,100
11/23/13,538,Idarado,33,40,28,6.2,0.3,0.3,2.1,14,23.6,100
11/24/13,538,Idarado,27,36,22,6.5,0.1,0.1,2.4,19,18.9,100
11/25/13,538,Idarado,22,35,12,6.6,0.1,0.1,2.5,19,19.5,100
11/26/13,538,Idarado,20,36,10,6.7,0,0,2.6,19,20,
11/27/13,538,Idarado,24,38,16,6.7,0,0,2.6,18,21.1,
11/28/13,538,Idarado,27,44,20,6.7,0,0,2.6,17,22.4,
11/29/13,538,Idarado,24,39,16,6.7,0,0,2.6,16,23.8,
11/30/13,538,Idarado,24,39,16,6.7,0,0,2.6,16,23.8,
12/1/13,538,Idarado,24,39,12,6.7,0.1,0.1,2.6,15,25.3,100
12/2/13,538,Idarado,31,43,20,6.8,0,0,0.1,15,26,
12/3/13,538,Idarado,33,37,29,6.8,0.2,0.2,0.1,14,27.9,100
12/4/13,538,Idarado,16,29,-6,7,0.7,0.7,0.3,17,24.1,86
12/5/13,538,Idarado,4,18,-6,7.7,0.3,0.3,1,25,18.8,100
12/6/13,538,Idarado,6,20,-7,8,0,0,1.3,22,22.7,
12/7/13,538,Idarado,15,18,9,8,0,0,1.3,22,22.7,
12/8/13,538,Idarado,5,17,-13,8,0,0,1.3,22,22.7,
12/9/13,538,Idarado,-5,12,-16,8,0,0,1.3,22,22.7,
12/10/13,538,Idarado,11,32,-4,8,0,0,1.3,22,22.7,
12/11/13,538,Idarado,15,31,6,8,0,0,1.3,22,22.7,
12/12/13,538,Idarado,23,36,15,8,0,0,1.3,21,23.8,
12/13/13,538,Idarado,18,34,9,8,0,0,1.3,21,23.8,
12/14/13,538,Idarado,13,29,3,8,0,0,1.3,21,23.8,
12/15/13,538,Idarado,22,39,10,8,0,0,1.3,20,25,
12/16/13,538,Idarado,24,41,16,8,0,0,1.3,20,25,
12/17/13,538,Idarado,27,43,17,8,0,0,1.3,20,25,
12/18/13,538,Idarado,34,47,27,8,0,0,1.3,20,25,
12/19/13,538,Idarado,31,38,27,8,0,0,1.3,20,25,
12/20/13,538,Idarado,24,33,7,8,0.2,0.2,1.3,20,25,100
12/21/13,538,Idarado,15,25,4,8.2,0,0,1.5,26,20,
12/22/13,538,Idarado,13,25,2,8.2,0.1,0.1,1.5,26,20,0
12/23/13,538,Idarado,14,29,3,8.3,0.1,0.1,1.6,25,20.8,0
12/24/13,538,Idarado,22,36,3,8.4,0,0,1.7,25,20.8,
12/25/13,538,Idarado,13,31,2,8.4,0.1,0.1,1.7,24,21.7,0
12/26/13,538,Idarado,20,37,10,8.5,0,0,1.8,24,21.7,
12/27/13,538,Idarado,24,40,14,8.5,0,0,1.8,23,22.6,
12/28/13,538,Idarado,25,39,15,8.5,0,0,1.8,22,23.6,
12/29/13,538,Idarado,16,28,6,8.5,0,0,1.8,22,23.6,
12/30/13,538,Idarado,18,36,8,8.5,0,0,1.8,22,23.6,
12/31/13,538,Idarado,28,39,13,8.5,0,0.4,1.8,23,22.6,
1/1/14,538,Idarado,23,33,9,8.5,0.3,0.3,1.8,25,22.4,0
1/2/14,538,Idarado,21,40,8,8.8,0,0,0.3,26,21.5,
1/3/14,538,Idarado,29,43,16,8.8,0,0,0.3,26,21.5,
1/4/14,538,Idarado,19,35,1,8.8,0,0,0.3,26,21.2,
1/5/14,538,Idarado,3,14,-7,8.8,0,0,0.3,26,21.2,
1/6/14,538,Idarado,10,31,-8,8.8,0.3,0.3,0.3,26,20.8,0
1/7/14,538,Idarado,25,40,13,9.1,0.1,0.1,0.6,26,20.8,0
1/8/14,538,Idarado,25,31,22,9.2,0,0.2,0.7,26,20.8,
1/9/14,538,Idarado,22,32,9,9.2,0.5,0.5,0.7,25,22.4,40
1/10/14,538,Idarado,21,25,17,9.7,0.2,0.2,1.2,31,18.7,100
1/11/14,538,Idarado,25,41,11,9.9,0,0,1.4,30,20,
1/12/14,538,Idarado,23,34,14,9.9,0,0.3,1.4,30,20,
1/13/14,538,Idarado,16,31,4,9.9,0.2,0.2,1.4,31,20.3,0
1/14/14,538,Idarado,16,33,5,10.1,0,0,1.6,31,20.3,
1/15/14,538,Idarado,22,40,11,10.1,0,0,1.6,30,21,
1/16/14,538,Idarado,19,36,8,10.1,0,0,1.6,30,21,
1/17/14,538,Idarado,19,38,8,10.1,0,0,1.6,29,21.7,
1/18/14,538,Idarado,23,43,11,10.1,0,0,1.6,29,21.7,
1/19/14,538,Idarado,25,42,15,10.1,0,0,1.6,29,21.7,
1/20/14,538,Idarado,21,40,12,10.1,0,0,1.6,29,21.4,
1/21/14,538,Idarado,22,44,12,10.1,0,0,1.6,29,21.4,
1/22/14,538,Idarado,21,39,11,10.1,0,0,1.6,29,21.4,
1/23/14,538,Idarado,18,34,8,10.1,0,0,1.6,29,21.4,
1/24/14,538,Idarado,18,38,4,10.1,0,0,1.6,28,22.1,
1/25/14,538,Idarado,26,44,15,10.1,0,0,1.6,28,22.1,
1/26/14,538,Idarado,24,42,15,10.1,0,0,1.6,28,22.1,
1/27/14,538,Idarado,27,41,13,10.1,0,0,1.6,28,22.1,
1/28/14,538,Idarado,18,31,9,10.1,0,0,1.6,27,23,
1/29/14,538,Idarado,27,43,10,10.1,0,0.1,1.6,27,23,
1/30/14,538,Idarado,36,40,31,10.1,0.2,0.4,1.6,27,23.3,200
1/31/14,538,Idarado,25,31,18,10.3,0.3,0.5,1.8,31,21.6,167
2/1/14,538,Idarado,15,25,-4,10.6,0.5,0.5,2.1,40,18,40
2/2/14,538,Idarado,13,31,-4,11.1,0,0,0.5,39,19,
2/3/14,538,Idarado,20,30,16,11.1,0,0.1,0.5,38,19.5,
2/4/14,538,Idarado,14,24,8,11.1,0.3,0.3,0.5,39,19.2,67
2/5/14,538,Idarado,10,25,-1,11.4,0.1,0.1,0.8,39,19.7,0
2/6/14,538,Idarado,18,29,7,11.5,0.1,0.1,0.9,39,19.5,0
2/7/14,538,Idarado,22,31,18,11.6,0,0,1,38,20,
2/8/14,538,Idarado,29,34,24,11.6,0.1,0.2,1,37,20.5,200
2/9/14,538,Idarado,33,38,29,11.7,0.6,0.6,1.1,39,20,67
2/10/14,538,Idarado,28,36,19,12.3,0.5,0.5,1.7,42,19.5,80
2/11/14,538,Idarado,19,37,6,12.8,0.2,0.2,2.2,46,18.7,0
2/12/14,538,Idarado,25,42,7,13,0,0,2.4,44,19.3,
2/13/14,538,Idarado,36,43,30,13,0,0,2.4,43,19.8,
2/14/14,538,Idarado,37,44,30,13,0,0,2.4,41,20.7,
2/15/14,538,Idarado,39,53,31,13,0,0,2.4,40,21.2,
2/16/14,538,Idarado,35,46,26,13,0,0,2.4,39,21.8,
2/17/14,538,Idarado,29,49,14,13,0,0,2.4,39,21.8,
2/18/14,538,Idarado,32,49,21,13,0,0.1,2.4,38,22.4,
2/19/14,538,Idarado,29,41,14,13,0.4,0.6,2.4,39,22.1,150
2/20/14,538,Idarado,13,27,3,13.4,0.2,0.2,2.8,45,20.4,50
2/21/14,538,Idarado,23,36,15,13.6,0.1,0.2,3,44,21.1,200
2/22/14,538,Idarado,28,39,20,13.7,0,0.1,3.1,42,22.6,
2/23/14,538,Idarado,28,46,16,13.7,0,0.1,3.1,42,22.9,
2/24/14,538,Idarado,31,48,19,13.7,0,0,3.1,41,23.7,
2/25/14,538,Idarado,31,47,20,13.7,0,0,3.1,41,23.7,
2/26/14,538,Idarado,30,45,20,13.7,0,0,3.1,40,24.2,
2/27/14,538,Idarado,30,40,25,13.7,0.5,0.9,3.1,40,24.2,180
2/28/14,538,Idarado,30,38,23,14.2,0.3,0.3,3.6,51,20.8,67
3/1/14,538,Idarado,32,37,25,14.5,0.4,0.4,3.9,49,22,75
3/2/14,538,Idarado,27,39,18,14.9,0.2,0.2,0.4,51,21.8,50
3/3/14,538,Idarado,28,43,19,15.1,0,0,0.6,50,22.4,
3/4/14,538,Idarado,29,43,15,15.1,0,0.4,0.6,49,22.9,
3/5/14,538,Idarado,26,43,12,15.1,0.4,0.4,0.6,53,21.9,0
3/6/14,538,Idarado,33,51,18,15.5,0,0,1,50,23,
3/7/14,538,Idarado,28,35,24,15.5,0.4,0.4,1,47,24.3,75
3/8/14,538,Idarado,26,39,14,15.9,0.2,0.2,1.4,52,22.5,0
3/9/14,538,Idarado,28,52,12,16.1,0,0,1.6,51,22.7,
3/10/14,538,Idarado,38,55,20,16.1,0,0,1.6,49,23.3,
3/11/14,538,Idarado,26,38,11,16.1,0,0,1.6,47,24,
3/12/14,538,Idarado,23,42,6,16.1,0.1,0.1,1.6,47,24,100
3/13/14,538,Idarado,28,43,16,16.2,0.1,0.1,1.7,47,24.3,0
3/14/14,538,Idarado,28,45,17,16.3,0,0,1.8,47,23.8,
3/15/14,538,Idarado,23,31,11,16.3,0.2,0.2,1.8,47,23.6,100
3/16/14,538,Idarado,26,47,6,16.5,0,0,2,50,22.6,
3/17/14,538,Idarado,33,48,17,16.5,0,0,2,48,23.5,
3/18/14,538,Idarado,20,32,10,16.5,0.1,0.1,2,47,24,100
3/19/14,538,Idarado,23,44,7,16.6,0,0,2.1,47,24.3,
3/20/14,538,Idarado,31,49,14,16.6,0,0,2.1,46,24.8,
3/21/14,538,Idarado,31,48,20,16.6,0,0.1,2.1,45,25.3,
3/22/14,538,Idarado,29,40,16,16.6,0,0.1,2.1,45,25.6,
3/23/14,538,Idarado,28,44,11,16.6,0,0,2.1,45,25.8,
3/24/14,538,Idarado,30,46,16,16.6,0,0,2.1,45,25.8,
3/25/14,538,Idarado,35,53,20,16.6,0,0.1,2.1,44,26.4,
3/26/14,538,Idarado,31,38,26,16.6,0.4,0.4,2.1,43,27.2,100
